title,date,category,name,leaning
Attentat in Las Vegas : Trump hält Debatte über Waffengesetze für „verfrüht',10-2-17,Politics,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
"Kommentar Scheinheilig Thomas Spang über das Massaker von Las Vegas: US-Präsident Donald Trump beschwört das ""Böse"" - die Waffengesetze will er aber nicht ändern",10-4-17,Politics,,Neutral
"Texas konnte ganz legal Waffen kaufen, obwohl er vorbestraft war. Das hat mit Versäumnissen zu tun. Präsident Trump erteilt einer Verschärfung des Waffenrechts aber eine Absage - und liegt damit ganz auf der Linie",11-7-17,Politics,,Neutral
Anschläge in Paris und London als Beispiel: Trump verteidigt mildere Waffengesetze,1-29-18,Politics,,Neutral
Amerikanische CEOs fordern schärfere Waffengesetze: Nach der tödlichen Schießerei in den USA verlangt...,2-16-18,Economic consequences,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Fünftes Opfer bei Amoklauf in den USA,11-15-17,Society/Culture,,Neutral
Massaker von Las Vegas: Warum die USA ihr Waffenrecht nicht ändern,10-4-17,2nd Amendment,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
Panorama Amoklauf in Kirche : Platzanweiser verhindert Massenmord in den USA Für eine Frau kam jede Hilfe zu spät.,9-25-17,Society/Culture,,Neutral
USA. Massenschießereien wie in Las Vegas werden häufiger und tödlicher,10-4-17,Public opinion,,Neutral
Meinung Kommentar zu Las Vegas : An den laxen Waffengesetzen der USA wird sich nichts ändern Trump will das offene Tragen von Waffen wie in Nevada überall in den USA erlauben. Von Thomas Spang,10-3-17,2nd Amendment,,Neutral
Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
04:42 Politik Ausland Nach Highschool-Blutbad Trump besucht Amoklauf-Opfer im Krankenhaus,2-17-18,Politics,,Neutral
"Wenn es nach Trump ginge, wäre nie die Zeit für schärfere Waffengesetze | Inforadio - Besser informiert.",10-4-17,Politics,,Neutral
Die Waffengesetze in den USA sind eine Einladung zum Mord,10-5-17,Gun control/regulation,,Neutral
"Kommentar 2 Postings Anna Giulia Fink Waffengesetze in den USA: Zu viel Geld, zu viel Einfluss Durch Spenden beeinflusst die US-Waffenlobby die Washingtoner Politik",10-6-17,Gun control/regulation,,Neutral
"Florida-Amoklauf: Trump: ""Antwortet auf Hass mit Liebe""",2-16-18,Politics,,Neutral
Brennpunkte: Mississippi/USA: Acht Tote bei Amoklauf,5-28-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Nach Blutbad in Texas: Trump hï¿½lt am Waffenrecht fest B.Z. Berlin,11-8-17,Politics,,Neutral
USA: Bereits 181 Massenschießereien in 2017,6-5-17,Society/Culture,,Neutral
Tote bei Amoklauf in USA,11-15-17,Society/Culture,,Neutral
Trump besucht Amoklauf-Opfer im Krankenhaus,2-17-18,Politics,,Neutral
Donald Trump: Bluttat hat nichts mit Waffenrecht zu tun,11-5-17,Politics,,Neutral
Trump schickt Beileidsbekundung nach Massenschießerei an die falsche Stadt,11-15-17,Politics,,Neutral
Der energiepolitische Amoklauf des Donald Trump,3-28-17,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
2 Verschärfte Waffengesetze Wie ein Massaker 1996 Australien erschütterte - und was die USA daraus lernen können Von Finn Rütten,10-8-17,Gun control/regulation,,Neutral
Amerikanische CEOs fordern schärfere Waffengesetze,2-16-18,Economic consequences,,Neutral
Für Donald Trump hat das Attentat von Texas nichts mit dem lockeren US-Waffenrecht zu tun,11-6-17,Politics,,Neutral
"Waffenrecht in den USA ""Hier hat jeder eine Waffe""",10-6-17,2nd Amendment,,Neutral
"Mit einem Tweet zeigt Donald Trump, wie egal ihm die Opfer von Waffengewalt in den USA sind",11-16-17,Politics,,Neutral
Sie verdammtes Stück Scheiße: Schülerin attackiert Trump nach Amoklauf,2-15-18,Public opinion,,Neutral
Waffengesetz in den USA :  Dem Massaker folgt nur ein Reförmchen,10-6-17,Gun control/regulation,,Neutral
Amoklauf an Schule in Parkland: Waffen-Lobby NRA und Amerikas Selbstmord,2-15-18,School/Public space safety,,Neutral
Trump vermeidet Debatte über Waffenrecht,2-15-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Amoklauf in den USA: 17 Tote nach Schüssen an Schule in Florida,2-15-18,School/Public space safety,,Neutral
Konjunktur 2017 : „In den USA droht ein protektionistischer Amoklauf' Image,2-6-17,2nd Amendment,,Neutral
Amoklauf in den USA : 17 Tote nach Schüssen an Schule in Florida,2-15-18,School/Public space safety,,Neutral
Donald Trump twittert halbrichtige Beileidsbekundung zu altem Amoklauf,11-15-17,Politics,,Neutral
Schießerei in Kalifornien Donald Trump twittert halbrichtige Beileidsbekundung zu altem Amoklauf,11-15-17,Politics,,Neutral
Foto: Reuters/Drake 2 Postings USA Todessch&#252;tze von Parkland gestand Mord an 17 Menschen Nach dem Massaker in Florida flammt die Diskussion &#252;ber Waffengesetze in den USA erneut auf,2-16-18,Gun control/regulation,,Neutral
Trump hält Debatte über Waffengesetze für „verfrüht“,10-2-17,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
"Waffengesetz in den USA, Demokratische Generalstaatsanwälte gegen Tragen verdeckter Waffen",10-23-17,Gun control/regulation,,Neutral
Nach Amoklauf in Florida: Amerikanische CEOs fordern schärfere Waffengesetze - News Deutschland,2-16-18,Economic consequences,,Neutral
Kommentare in einer ohnehin hitzigen Debatte. Donald Trump mit einigen der Einsatzkräfte des Amoklaufs von Florida. Seine Pose sorgt für Diskussionen in den USA. © Screenshot Twitter/https:/twitter.com/realDonaldTrump,2-18-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Kommentar zu Las Vegas: An den laxen Waffengesetzen der USA wird sich nichts ändern,10-2-17,2nd Amendment,,Neutral
Vor dem All-Star-Game - Amoklauf in Florida: NBA-Star LeBron James mit Appell an Donald Trump,2-18-18,Politics,,Neutral
Donald und Melania Trump besuchen Opfer des Amoklaufs,2-17-18,Politics,,Neutral
Schlaglichter: Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Tochter starb bei Highschool-Amoklauf &#034;Tun Sie etwas&#034; - Mutter von getöteter Schülerin richtet verzweifelten Appell an Donald Trump,2-17-18,Politics,,Neutral
Pressestimme: 'Fränkischer Tag' zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Tat laut Gerichtsakten gestanden. Unterdessen tobt in den USA wieder die nach solchen Fällen übliche Diskussion über Waffengesetze. Bisher verlief sie stets fruchtlos. Attentäter Nikolas Cruz und seine Pflichtverteidigerin,2-17-18,Gun control/regulation,,Neutral
Waffengesetze in den USA: Die wichtigsten Fakten im Überblick,2-15-18,Gun control/regulation,,Neutral
USA: Software soll Lehrer auf Amoklauf vorbereiten,1-10-18,School/Public space safety,,Neutral
Donald und Melania Trump besuchen Opfer des Amoklaufs,2-17-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Frage nach schärferen Waffengesetzen in den USA neu entbrannt - Politik: Aktuelle Nachrichten und Berichte - WESER-KURIER,10-4-17,Gun control/regulation,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Trump will auch nach Texas nicht am Waffenrecht rütteln,11-7-17,Politics,,Neutral
In den USA verteidigt die NRA auch nach Amokläufen das liberale Waffenrecht - Ausland - Badische Zeitung,2-18-18,2nd Amendment,,Neutral
Aachener Nachrichten: Obamas Windmühlen Die USA werden ihr Waffenrecht niemals antasten Von Christina Merkelbach,2-15-18,Politics,,Neutral
130 Attentate in 50 Jahren Darum werden die USA trotz Las Vegas ihre Waffengesetze nicht ändern | ZEITjUNG,10-4-17,Public opinion,,Neutral
Amoklauf an Schule in Parkland: Waffen-Lobby NRA und Amerikas Selbstmord,2-15-18,School/Public space safety,,Neutral
Medienberichte: Acht Tote bei Amoklauf in den USA,5-29-17,Public opinion,,Neutral
Fünftes Opfer bei Amoklauf in den USA | inSüdthüringen.de,11-16-17,Public opinion,,Neutral
UPDATE Texas-Attentäter konnte trotz Vorstrafe Waffen kaufen Sutherland Springs Das Massaker in einer texanischen Kirche mit 26 Toten hat in den USA die Debatte um schärfere Waffengesetze neu belebt. Doch dass der 26-jährige…,11-7-17,2nd Amendment,,Neutral
Politik Massaker von Las Vegas Warum die USA ihr Waffenrecht nicht ändern,10-3-17,2nd Amendment,,Neutral
"Nach Schulmassaker in Florida: ""Schämen Sie sich"": Überlebende des Amoklaufs verurteilt Trumps Nähe zur Waffenlobby",2-18-18,Politics,,Neutral
"Nach Tragödie in Parkland, Florida: Donald und Melania Trump besuchen Opfer des Amoklaufs",2-17-18,Politics,,Neutral
Schusswaffen in den USA: Demokratische Generalstaatsanwälte lehnen Waffengesetz ab,10-23-17,Politics,,Neutral
Stuttgarter Nachrichten: Kommentar zum Amoklauf in den USA,8-14-17,Society/Culture,,Neutral
Parkland: Trump besucht Amoklauf-Opfer im Krankenhaus,2-17-18,Politics,,Neutral
Amoklauf in den USA : 17 Tote nach Schüssen an Schule in Florida,2-15-18,School/Public space safety,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Amoklauf in den USA: Schusswaffengewalt und kein Ende,2-16-18,Society/Culture,,Neutral
"Promis gegen amerikanische Waffengesetze: ""How many more?"" | ZEITjUNG",10-4-17,Gun control/regulation,,Neutral
Nach Amoklauf in Florida: Amerikanische CEOs fordern schärfere Waffengesetze,2-16-18,Economic consequences,,Neutral
Trumps Besuch in Florida: Lob für die Helfer – Schweigen zur Waffengewalt,2-17-18,Politics,,Neutral
Trump will Waffenrecht nicht einschränken,11-7-17,Politics,,Neutral
"Unser Nachrichtenüberblick: Amoklauf in USA, Gold im Eiskunstlauf, Vergewaltiger gesucht",2-15-18,Society/Culture,,Neutral
Konjunktur 2017: „In den USA droht ein protektionistischer Amoklauf',2-6-17,2nd Amendment,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Donald Trump nach Amoklauf: Warum Donalds Trumps neues Twitter-Bild Amerika erzürnt,2-18-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Warum gibt es in den USA so viele Waffen? Die Verfassung gesteht den Amerikanern das Recht auf Selbstverteidigung und damit auf Waffenbesitz zu. An diesen zweiten Verfassungszusatz wagt niemand zu rühren. Allerdings,2-15-18,Gun control/regulation,,Neutral
Deutschland & die Welt 16.02.2018 USA: Parkland/Florida 19-Jähriger Cruz gesteht Amoklauf in Florida Der von der Polizei festgenommene Schütze des Schulmassakers im US-Bundesstaat Florida hat einem...,2-16-18,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Mississippi/USA: Acht Tote bei Amoklauf,5-29-17,Society/Culture,,Neutral
USA: Repräsentantenhaus stimmt für Lockerung von Waffenrecht,12-7-17,Gun control/regulation,,Neutral
USA Repräsentantenhaus beschließt Lockerung des Waffenrechts,12-7-17,Gun control/regulation,,Neutral
Amoklauf in den USA: Acht Menschen nach Familienstreit getötet,5-30-17,Society/Culture,,Neutral
Trump will auch nach Texas nicht am Waffenrecht rütteln - Emder Zeitung,11-7-17,Politics,,Neutral
Amerikanische CEOs fordern schärfere Waffengesetze,2-16-18,Economic consequences,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-15-17,Society/Culture,,Neutral
Warum gibt es in den USA so viele Waffen? Die Verfassung gesteht den Amerikanern das Recht auf Selbstverteidigung und damit auf Waffenbesitz zu. An diesen zweiten Verfassungszusatz wagt niemand zu rühren. Allerdings,2-15-18,Gun control/regulation,,Neutral
Massaker in Kirche in Texas (USA): Mehr als 20 Tote bei Amoklauf | Welt-News,11-7-17,Society/Culture,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Aachener Nachrichten: Obamas Windmühlen Die USA werden ihr Waffenrecht niemals antasten Von Christina Merkelbach,2-15-18,Politics,,Neutral
"Tochter starb bei Highschool-Amoklauf: ""Tun Sie etwas"" - Mutter von getöteter Schülerin richtet verzweifelten Appell an Donald Trump",2-16-18,Politics,,Neutral
Politik Waffendebatte in den USA : Mitschüler nach Schulmassaker wollen mehr als Mitleid Trump will statt den Waffengesetzen lieber psychische Erkrankungen bekämpfen.,2-17-18,Politics,,Neutral
Nach Las-Vegas-Massaker Trump und seine Kehrtwenden in der Waffenfrage Das Massaker in Las Vegas entfacht erneut eine Debatte über schärfere Waffengesetze in den USA. Ein couragiertes Zeichen von Donald Trump ist dabei nicht zu erwarten - obwohl er sich einst für Waffenkontrollen eingesetzt hat. Warum der Sinneswandel? Von Florian Schillat,10-6-17,Politics,,Neutral
Donald und Melania Trump besuchen Opfer des Amoklaufs,2-17-18,Politics,,Neutral
USA Software soll Lehrer auf Amoklauf vorbereiten,1-9-18,School/Public space safety,,Neutral
Donald und Melania Trump besuchen Opfer des Amoklaufs,2-17-18,Politics,,Neutral
Parkland: Trump besucht Amoklauf-Opfer im Krankenhaus – FFH.de,2-17-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Trump besucht Amoklauf-Opfer im Krankenhaus,2-17-18,Politics,,Neutral
130 Attentate in 50 Jahren – Darum werden die USA trotz Las Vegas ihre Waffengesetze nicht ändern,10-4-17,Public opinion,,Neutral
USA: Amoklauf in Nordkalifornien - fünf Menschen sterben,11-15-17,Society/Culture,,Neutral
Trump vermeidet Debatte über Waffenrecht - nachrichten.de,2-16-18,Politics,,Neutral
Warum gibt es in den USA so viele Waffen? Die Verfassung gesteht den Amerikanern das Recht auf Selbstverteidigung und damit auf Waffenbesitz zu. An diesen zweiten Verfassungszusatz wagt niemand zu rühren. Allerdings,2-16-18,Gun control/regulation,,Neutral
Amerika: Mindestens fünf bei Amoklauf in Kalifornien,11-15-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Fünf Tote in Kalifornien: Trump twittert zum falschen Amoklauf,11-15-17,Politics,,Neutral
Trump will auch nach Texas nicht am Waffenrecht rütteln,11-7-17,Politics,,Neutral
Waffengesetze: US-Präsident Trump will für „Freunde' aus Waffenlobby einstehen,4-28-17,Politics,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Donald Trump nach Amoklauf Warum Donalds Trumps neues Twitter-Bild Amerika erzürnt,2-18-18,Politics,,Neutral
Nach dem Massenmord in Southern Springs: 1551 Massenschießereien: Warum die USA mit dem Waffenkult leben,11-6-17,Society/Culture,,Neutral
Fünf Tote in Kalifornien Trump twittert zum falschen Amoklauf,11-15-17,Politics,,Neutral
Warum nach einem Amoklauf in den USA noch viel mehr Menschen starben,12-8-17,Society/Culture,,Neutral
"Mit einem Tweet zeigt Donald Trump, wie egal ihm die Opfer von Waffengewalt in den USA sind",11-16-17,Politics,,Neutral
"Unser Nachrichtenüberblick: Amoklauf in USA, Gold im Eiskunstlauf, Vergewaltiger gesucht",2-15-18,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Krankenhausbesuche: Donald und Melania Trump besuchen Opfer des Amoklaufs | news.de,2-18-18,Politics,,Neutral
Aachener Nachrichten: Obamas Windmühlen Die USA werden ihr Waffenrecht niemals antasten Von Christina Merkelbach,2-15-18,Politics,,Neutral
Audio Amoklauf an Schule in USA - Gold im Eiskunstlauf,2-15-18,Society/Culture,,Neutral
Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
"Diese Grafik zeigt eindrücklich, wie alltäglich Massenschiessereien in den USA …",10-3-17,Society/Culture,,Neutral
Waffengesetze : US-Präsident Trump will für „Freunde' aus Waffenlobby einstehen Der Präsident will das Recht auf Waffenbesitz in den USA nicht einschränken.,4-29-17,Politics,,Neutral
"Unser Nachrichtenüberblick : Amoklauf in USA, Gold im Eiskunstlauf, Vergewaltiger gesucht",2-15-18,Society/Culture,,Neutral
Trump will auch nach Texas nicht am Waffenrecht rütteln. Trump sagte in ...,11-7-17,Politics,,Neutral
"USA: Acht Tote nach Amoklauf in Mississippi, Video",5-29-17,Society/Culture,,Neutral
"Nach Amoklauf an Highschool: Überlebende nennt Trump ein ""mieses Stück Scheiße""",2-16-18,Politics,,Neutral
Waffengesetze in den USA Todbringende Freiheit,10-7-17,Gun control/regulation,,Neutral
Fünftes Opfer bei Amoklauf in den USA | Frankenpost,11-16-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
USA: Vier Menschen bei Amoklauf erschossen,11-16-17,Society/Culture,,Neutral
USA: Repräsentantenhaus beschließt Lockerung von Waffenrecht,12-8-17,Gun control/regulation,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Eine Debatte über das Waffengesetz in den USA ist notwendig,10-4-17,Gun control/regulation,,Neutral
Nach dem Amoklauf an einer Highschool herrschen in den USA Ratlosigkeit und Resignation.,2-16-18,School/Public space safety,,Neutral
: Trump besucht Überlebende des Amoklaufes,2-17-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Trump: Massaker von Texas hat nichts mit Waffenrecht zu tun,11-6-17,Politics,,Neutral
Waffengesetze : US-Präsident Trump will für „Freunde' aus Waffenlobby einstehen Der Präsident will das Recht auf Waffenbesitz in den USA nicht einschränken.,4-29-17,Politics,,Neutral
Previous Fünftes Opfer bei Amoklauf in den USA,11-16-17,Society/Culture,,Neutral
Amoklauf in den USA: Was muss noch passieren?,2-15-18,Society/Culture,,Neutral
Audio Amoklauf in den USA und Frau im Bettengeschäft eingeschlossen,2-15-18,Society/Culture,,Neutral
Miley Cyrus ist beschämt von den USA & fordert Ende der Waffengewalt,11-6-17,2nd Amendment,,Neutral
Trotz vieler Massaker: USA beschließt eine Lockerung des Waffenrechts,12-7-17,Gun control/regulation,,Neutral
USA Amoklauf in Nordkalifornien - fünf Menschen sterben,11-22-17,Society/Culture,,Neutral
Mississippi/USA: Acht Tote bei Amoklauf,6-4-17,Society/Culture,,Neutral
Zweideutige Ansprache sorgt für Empörung - Trump deutet Waffengewalt gegen Clinton an,8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-12-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum WaffenrechtGenug ist genugDirk Hautkapp, Washington",8-11-16,Politics,,Neutral
Waffen Gesellschaft Hochschulen USA: Neues Waffengesetz für Unis in Texas in Kraft,8-1-16,2nd Amendment,,Neutral
Erschütternd! : Nach Amoklauf in USA: Grundschüler stirbt an Schussverletzungen In den USA hat sich ein neues Gewaltdrama ereignet.,10-2-16,Society/Culture,,Neutral
Familientragödie: Drei der neun Todesopfer des Amoklaufs von München stammen aus einer Familie +++ Täter lockte Opfer mit gehacktem Facebook-Profil an den Tatort +++ Ermittler: Zusammenhang mit Breivik +++ Die jüngsten Informationen im Liveticker weiterlesen...,7-23-16,Public opinion,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
"USA wählen auch neues Parlament und stimmen über Waffenrecht, Marijuana und Todesstrafe ab - watson",11-9-16,Politics,,Neutral
Trumps Äußerungen zum Waffenrecht – Genug ist genug,8-12-16,Politics,,Neutral
Waffengewalt in den USA: Apple wechselt das Revolver-Emoji mit einer Wasserpistole aus - watson,8-3-16,Economic consequences,,Neutral
Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-9-16,Politics,,Neutral
Waffenrecht in den USA Mit der Knarre in die Vorlesung,8-1-16,Gun control/regulation,,Neutral
Waffenrecht in den USA Mit Revolver in die Vorlesung,8-1-16,Gun control/regulation,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
Ermittler: Zusammenhang von Münchner Amoklauf mit Breivik Artikel bookmarken,7-23-16,Public opinion,,Neutral
US-Wahlen Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-10-16,Politics,,Neutral
Inglewood - Die Schauspielerin Jessica Alba (35) hat sich bei der Verleihung der Teen Choice Awards für ein Ende der Waffengewalt in den USA eingesetzt weiterlesen...,8-1-16,Public opinion,,Neutral
Waffengewalt Polizei erschießt Afroamerikaner – Ehefrau zeigt Video Die Proteste in Charlotte wegen der Polizeischüsse auf einen Schwarzen dauern an. Die Frau des Getöteten zeigt ein Video des Vorfalls.  mehr,9-24-16,Public opinion,,Neutral
Amoklauf USA . Heute,7-24-16,Society/Culture,,Neutral
USA: Verschwörungstheoretiker will mit Waffengewalt Gerücht um Clinton nachgehen,12-5-16,Politics,,Neutral
"Wieder eine Bluttat mit Waffengewalt in den USA, diesmal ...",9-25-16,Society/Culture,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum WaffenrechtGenug ist genugDirk Hautkapp, Washington",8-11-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht - Genug ist genug - Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
Recht auf Waffenbesitz: Zweiter Zusatz der US-Verfassung Washington (dpa) - Privater Waffenbesitz in den USA hat eine historische Rechtsgrundlage. Der Zweite Verfassungszusatz von 1791 schützt das Recht auf den Besitz und das Tragen von Waffen.,8-10-16,2nd Amendment,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-11-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-11-16,Politics,,Neutral
Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht,8-10-16,Politics,,Neutral
"US-Wahlen, Trump äußert sich zweideutig zu Waffengewalt gegen Clinton",8-9-16,Politics,,Neutral
"Waffengewalt Schüsse auf Polizisten in USA – ein Beamter in San Diego tot Ein Polizist ist tot, ein zweiter schwer verletzt: Die Beamten wurden in den Nacht in San Diego angegriffen. Das Motiv ist unklar.  mehr",7-29-16,Politics,,Neutral
Waffengewalt Schüsse auf Polizisten in USA - ein Beamter in San Diego tot,7-29-16,Politics,,Neutral
"Mit seiner indirekten Aufforderung zu Waffengewalt, sei Donald Trump zu weit gegangen, sagt Hillary Clinton weiterlesen...",8-11-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
Erschütternd! : Nach Amoklauf in USA: Grundschüler stirbt an Schussverletzungen In den USA hat sich ein neues Gewaltdrama ereignet.,10-3-16,Society/Culture,,Neutral
Das Waffengesetz in Amerika?,8-4-16,Gun control/regulation,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-12-16,Politics,,Neutral
"1 Bilder Video USA 0 Polizei in Austin gibt Entwarnung: Kein Amoklauf Nach den Schüssen in der US-Stadt Austin geht die Polizei von zwei separaten Vorfällen aus. Diese hätten sich in der Nähe voneinander ereignet, deshalb sei zunächst ein möglicher Amokschütze befürchtet worden.",7-31-16,School/Public space safety,,Neutral
Die Schauspielerin Jessica Alba (35) hat sich bei der Verleihung der Teen Choice Awards für ein Ende der Waffengewalt in den USA eingesetzt weiterlesen...,8-1-16,Public opinion,,Neutral
Recht auf Waffenbesitz: Zweiter Zusatz der US-Verfassung Washington (dpa) - Privater Waffenbesitz in den USA hat eine historische Rechtsgrundlage. Der Zweite Verfassungszusatz von 1791... DPA 12:05 Uhr 10. August,8-10-16,Gun control/regulation,,Neutral
USA: Polizei in Austin gibt Entwarnung: Kein Amoklauf,7-31-16,School/Public space safety,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington....",8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
22:20 Letzte Debatte zwischen Hillary Clinton und Donald Trump Der Amoklauf des Donald T.,10-20-16,Politics,,Neutral
Trumps digitaler Amoklauf gegen die Republikaner,10-12-16,Politics,,Neutral
"1 Bilder Video USA 0 Trump äußert sich zweideutig zu Waffenanwendung gegen Clinton Donald Trump ist erneut mit einer zweideutigen Äußerung aufgefallen. Auf einer Kundgebung erklärte er, wenn Hillary Clinton Präsidentin werde, könne sie die Besetzung des Supreme Courts - der höchsten US-Gerichtes - so gestalten, dass der Zweite Verfassungszusatz kassiert werden könne.",8-9-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-13-16,Politics,,Neutral
"Waffengewalt - ein Thema, das vor allem in den USA ...",8-6-16,Society/Culture,,Neutral
Wieder ein Opfer von Waffengewalt in den USA: Die ...,10-17-16,Society/Culture,,Neutral
